id,name,county,state_code,state,zip_codes,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone
5997,Ackley,Franklin County / Hardin County,IA,Iowa,50601,City,42.55170,-93.05227,641,1546,750,44063,6345496,87634,America/Chicago
5998,Ackworth,Warren County,IA,Iowa,50001,City,41.36694,-93.47271,515,86,18,40000,756303,0,America/Chicago
5999,Adair,Adair County / Guthrie County,IA,Iowa,50002,City,41.50015,-94.64295,641,716,387,48188,5692351,43131,America/Chicago
6000,Adel,Dallas County,IA,Iowa,50003,City,41.61443,-94.01745,515,4293,1591,56319,12128962,45774,America/Chicago
6001,Afton,Union County,IA,Iowa,50830,City,41.02749,-94.19801,641,832,411,42137,2555195,0,America/Chicago
6002,Agency,Wapello County,IA,Iowa,52530,City,40.99502,-92.30685,641,635,302,37857,1683184,0,America/Chicago
6003,Ainsworth,Washington County,IA,Iowa,52201,City,41.28891,-91.55238,319,584,185,42212,968090,0,America/Chicago
6004,Akron,Plymouth County,IA,Iowa,51001,City,42.82888,-96.55948,712,1465,615,41161,3204051,0,America/Chicago
6005,Albert City,Buena Vista County,IA,Iowa,50510,City,42.78192,-94.94860,712,685,274,44342,1410863,0,America/Chicago
6006,Albia,Monroe County,IA,Iowa,52531,City,41.02667,-92.80575,641,3785,1603,44230,8252356,0,America/Chicago
6007,Albion,Marshall County,IA,Iowa,50005,City,42.11249,-92.98853,641,469,196,53750,1541417,0,America/Chicago
6008,Alburnett,Linn County,IA,Iowa,52202,City,42.14833,-91.61851,319,699,224,66875,2119208,6646,America/Chicago
6009,Alden,Hardin County,IA,Iowa,50006,City,42.52026,-93.37604,515,762,321,48173,4424406,39849,America/Chicago
6010,Alexander,Franklin County,IA,Iowa,50420,City,42.80580,-93.47659,641,168,63,39375,11054932,0,America/Chicago
6011,Algona,Kossuth County,IA,Iowa,50511,City,43.06997,-94.23302,515,5515,2532,50512,11654201,16085,America/Chicago
6012,Alleman,Polk County,IA,Iowa,50007 / 50244,City,41.81999,-93.61161,515,455,182,81818,6995552,0,America/Chicago
6013,Allerton,Wayne County,IA,Iowa,50008,City,40.70640,-93.36521,641,502,207,39688,2948535,1619,America/Chicago
6014,Allison,Butler County,IA,Iowa,50602,City,42.75275,-92.79519,319,1013,468,52750,7593442,0,America/Chicago
6015,Alta,Buena Vista County,IA,Iowa,51002,City,42.67359,-95.29055,712,1933,827,46458,2791436,0,America/Chicago
6016,Alta Vista,Chickasaw County,IA,Iowa,50603,City,43.19858,-92.41712,641,260,126,40000,1957220,0,America/Chicago
6017,Alton,Sioux County,IA,Iowa,51003,City,42.98749,-96.01057,712,1271,503,62232,4923621,0,America/Chicago
6018,Altoona,Polk County,IA,Iowa,50009 / 50035 / 50317 / 50327,City,41.64416,-93.46466,515,17938,5928,69748,24306270,0,America/Chicago
6019,Alvord,Lyon County,IA,Iowa,51230,City,43.34220,-96.30114,712,204,88,53750,712754,0,America/Chicago
6020,Amana,Iowa County,IA,Iowa,52203 / 52204,CDP,41.80001,-91.87073,319,334,187,68625,2917043,0,America/Chicago
6021,Ames,Story County,IA,Iowa,50010 / 50011 / 50012 / 50013 / 50014,City,42.03471,-93.61994,515,66191,24004,41616,64894500,521634,America/Chicago
6022,Anamosa,Jones County,IA,Iowa,52205,City,42.10834,-91.28516,319,5430,1882,41092,6536790,23963,America/Chicago
6023,Anderson,Fremont County,IA,Iowa,51652,CDP,40.80139,-95.60416,712,12,0,43531,851814,0,America/Chicago
6024,Andover,Clinton County,IA,Iowa,52701,City,41.97919,-90.25180,563,99,33,54063,496217,0,America/Chicago
6025,Andrew,Jackson County,IA,Iowa,52030,City,42.15363,-90.59235,563,423,152,44583,690480,0,America/Chicago
6026,Anita,Cass County,IA,Iowa,50020,City,41.44527,-94.76470,712,943,418,40429,4606516,0,America/Chicago
6027,Ankeny,Polk County,IA,Iowa,50021 / 50023 / 50226 / 50313,City,41.72971,-93.60577,515,58627,19569,75465,76091403,0,America/Chicago
6028,Anthon,Woodbury County,IA,Iowa,51004,City,42.38832,-95.86668,712,566,287,37159,1828415,0,America/Chicago
6029,Aplington,Butler County,IA,Iowa,50604,City,42.58415,-92.88436,319,1068,454,51838,2156758,0,America/Chicago
6030,Arcadia,Carroll County,IA,Iowa,51430,City,42.08721,-95.04610,712,467,193,54010,2549298,0,America/Chicago
6031,Archer,O'Brien County,IA,Iowa,51231,City,43.11526,-95.74585,712,127,64,46667,243141,0,America/Chicago
6032,Aredale,Butler County,IA,Iowa,50605,City,42.83303,-93.00547,641,73,28,25000,2569353,0,America/Chicago
6033,Arion,Crawford County,IA,Iowa,51520 / 51528,City,41.94916,-95.46361,712,106,67,40750,1229681,0,America/Chicago
6034,Arispe,Union County,IA,Iowa,50830 / 50831 / 50861,City,40.94944,-94.21912,641,99,34,36000,1338961,3486,America/Chicago
6035,Arlington,Fayette County,IA,Iowa,50606,City,42.74915,-91.67127,563,406,214,41500,2715152,0,America/Chicago
6036,Armstrong,Emmet County,IA,Iowa,50514,City,43.39607,-94.47831,712,885,404,47000,2267792,0,America/Chicago
6037,Arnolds Park,Dickinson County,IA,Iowa,51331 / 51351,City,43.37274,-95.12388,712,1256,597,46518,4076176,2069,America/Chicago
6038,Arthur,Ida County,IA,Iowa,51431,City,42.33471,-95.34750,712,203,92,40833,393675,0,America/Chicago
6039,Asbury,Dubuque County,IA,Iowa,52002,City,42.51445,-90.75152,563,5475,1696,89559,8195689,0,America/Chicago
6040,Ashton,Osceola County,IA,Iowa,51232,City,43.31136,-95.79113,712,423,211,46250,2569893,13744,America/Chicago
6041,Aspinwall,Crawford County,IA,Iowa,51432 / 51455,City,41.91193,-95.13555,712,39,10,57500,460078,0,America/Chicago
6042,Atalissa,Muscatine County,IA,Iowa,52720,City,41.57114,-91.16599,563,306,124,57500,360411,0,America/Chicago
6043,Athelstan,Taylor County,IA,Iowa,50836,CDP,40.57224,-94.54220,641,45,13,35594,336999,0,America/Chicago
6044,Atkins,Benton County,IA,Iowa,52206,City,41.99694,-91.86213,319,1846,659,84917,2829789,0,America/Chicago
6045,Atlantic,Cass County,IA,Iowa,50022,City,41.40360,-95.01388,712,6659,3291,37397,21539909,85504,America/Chicago
6046,Auburn,Sac County,IA,Iowa,51433,City,42.25137,-94.87776,712,311,125,38021,1289829,0,America/Chicago
6047,Audubon,Audubon County,IA,Iowa,50025,City,41.71804,-94.93249,712,1970,955,37983,4872820,0,America/Chicago
6048,Aurelia,Cherokee County,IA,Iowa,51005,City,42.71276,-95.43667,712,990,440,50556,2627290,0,America/Chicago
6049,Aurora,Buchanan County,IA,Iowa,50607,City,42.61887,-91.72850,319,170,83,47321,1484633,0,America/Chicago
6050,Avoca,Pottawattamie County,IA,Iowa,51521,City,41.47666,-95.33805,712,1513,612,50735,6169979,0,America/Chicago
6051,Ayrshire,Palo Alto County,IA,Iowa,50515,City,43.03913,-94.83276,712,139,84,28750,536291,0,America/Chicago
6052,Badger,Webster County,IA,Iowa,50516,City,42.61441,-94.14607,515,548,212,60536,2827948,0,America/Chicago
6053,Bagley,Guthrie County,IA,Iowa,50026,City,41.84610,-94.42997,641,293,136,45556,800795,0,America/Chicago
6054,Baldwin,Jackson County,IA,Iowa,52207,City,42.07418,-90.84153,563,106,57,33125,940150,0,America/Chicago
6055,Balltown,Dubuque County,IA,Iowa,52073,City,42.63805,-90.86874,563,64,33,55938,185213,0,America/Chicago
6056,Bancroft,Kossuth County,IA,Iowa,50517,City,43.29274,-94.21802,515,709,307,44375,1425870,0,America/Chicago
6057,Bankston,Dubuque County,IA,Iowa,52045,City,42.51861,-90.96124,563,25,22,113393,707503,0,America/Chicago
6058,Barnes City,Mahaska County / Poweshiek County,IA,Iowa,50027 / 50171,City,41.50706,-92.46962,641,173,106,37500,1534338,0,America/Chicago
6059,Barnum,Webster County,IA,Iowa,50518,City,42.50858,-94.36525,515,189,82,53750,950811,0,America/Chicago
6060,Bartlett,Fremont County,IA,Iowa,51654,CDP,40.88500,-95.79500,712,11,0,43531,1036615,0,America/Chicago
6061,Bassett,Chickasaw County,IA,Iowa,50645,City,43.06303,-92.51546,641,64,33,47813,954641,0,America/Chicago
6062,Batavia,Jefferson County,IA,Iowa,52533,City,40.99418,-92.16740,641,535,272,39808,1541246,0,America/Chicago
6063,Battle Creek,Ida County,IA,Iowa,51006,City,42.31554,-95.59861,712,678,330,38056,1291173,0,America/Chicago
6064,Baxter,Jasper County,IA,Iowa,50028,City,41.82610,-93.15159,641,1110,384,53500,1692688,0,America/Chicago
6065,Bayard,Guthrie County,IA,Iowa,50029,City,41.85193,-94.55831,712,457,181,47721,1186283,0,America/Chicago
6066,Beacon,Mahaska County,IA,Iowa,52534 / 52577,City,41.27695,-92.67964,641,477,223,32917,2589812,0,America/Chicago
6067,Beaconsfield,Ringgold County,IA,Iowa,50074,City,40.80777,-94.05051,641,15,14,14375,1859429,1540,America/Chicago
6068,Beaman,Grundy County,IA,Iowa,50609,City,42.21971,-92.82353,641,190,88,53750,483330,20429,America/Chicago
6069,Beaver,Boone County,IA,Iowa,50031 / 50212,City,42.03831,-94.14218,515,48,31,51250,637706,0,America/Chicago
6070,Beaverdale,Des Moines County,IA,Iowa,52601 / 52655,CDP,40.84670,-91.20848,319,1231,431,57232,6303964,47414,America/Chicago
6071,Bedford,Taylor County,IA,Iowa,50833,City,40.66693,-94.72136,712,1410,649,34750,4150832,19724,America/Chicago
6072,Belle Plaine,Benton County,IA,Iowa,52208,City,41.89694,-92.27824,319,2454,1047,39732,8338645,30096,America/Chicago
6073,Bellevue,Jackson County,IA,Iowa,52031,City,42.25863,-90.42291,563,2177,943,44089,3541197,179755,America/Chicago
6074,Belmond,Wright County,IA,Iowa,50421,City,42.84608,-93.61410,641,2324,1096,38511,7377626,0,America/Chicago
6075,Bennett,Cedar County,IA,Iowa,52721,City,41.74030,-90.97376,563,396,172,50556,505747,0,America/Chicago
6076,Bentley,Pottawattamie County,IA,Iowa,51559 / 51576,CDP,41.37694,-95.62028,712,111,51,110625,2658783,0,America/Chicago
6077,Benton,Ringgold County,IA,Iowa,50835,City,40.70332,-94.35829,641,43,25,57969,1740956,5631,America/Chicago
6078,Berkley,Boone County,IA,Iowa,50220,City,41.94498,-94.11468,515,32,13,38750,520580,0,America/Chicago
6079,Bernard,Dubuque County,IA,Iowa,52032,City,42.31223,-90.83180,563,110,58,53750,240330,0,America/Chicago
6080,Bertram,Linn County,IA,Iowa,52403,City,41.94973,-91.53545,319,295,126,93750,4345642,0,America/Chicago
6081,Bettendorf,Scott County,IA,Iowa,52722 / 52753 / 52767 / 52807,City,41.52448,-90.51569,319 / 563,35727,13822,75373,55166377,2962708,America/Chicago
6082,Bevington,Madison County / Warren County,IA,Iowa,50033 / 50229 / 50240,City,41.35995,-93.78424,515,68,20,39167,1167330,19620,America/Chicago
6083,Birmingham,Van Buren County,IA,Iowa,52535,City,40.87891,-91.94712,319,429,232,40833,2733974,5255,America/Chicago
6084,Blairsburg,Hamilton County,IA,Iowa,50034,City,42.47998,-93.64299,515,210,52,52500,1671694,0,America/Chicago
6085,Blairstown,Benton County,IA,Iowa,52209,City,41.90944,-92.08435,319,669,283,50729,1429984,0,America/Chicago
6086,Blakesburg,Wapello County,IA,Iowa,52536,City,40.96223,-92.63408,641,282,146,32500,695902,0,America/Chicago
6087,Blanchard,Page County,IA,Iowa,51630,City,40.57916,-95.22165,712,37,16,59375,590412,0,America/Chicago
6088,Blencoe,Monona County,IA,Iowa,51523,City,41.93027,-96.08085,712,206,97,39792,1961393,0,America/Chicago
6089,Blockton,Taylor County,IA,Iowa,50836,City,40.61555,-94.47718,641,191,80,30938,1672438,11144,America/Chicago
6090,Bloomfield,Davis County,IA,Iowa,52537,City,40.75169,-92.41491,641,2643,1156,42234,5852253,70306,America/Chicago
6091,Blue Grass,Muscatine County / Scott County,IA,Iowa,52726,City,41.50958,-90.76488,563,1699,565,64185,7564286,0,America/Chicago
6092,Bode,Humboldt County,IA,Iowa,50519,City,42.86830,-94.28969,515,290,130,41250,1055049,0,America/Chicago
6093,Bolan,Worth County,IA,Iowa,50448,CDP,43.37191,-93.11937,641,35,13,39590,7489425,0,America/Chicago
6094,Bonaparte,Van Buren County,IA,Iowa,52620,City,40.69809,-91.80322,319,414,164,30909,945922,0,America/Chicago
6095,Bondurant,Polk County,IA,Iowa,50009 / 50035,City,41.70054,-93.46216,515,5796,1477,63542,22138396,56530,America/Chicago
6096,Boone,Boone County,IA,Iowa,50036 / 50037 / 50099,City,42.05970,-93.88023,515,12611,5375,46486,23429427,3221,America/Chicago
6097,Bouton,Dallas County,IA,Iowa,50039,City,41.85137,-94.00912,515,128,62,40625,279710,0,America/Chicago
6098,Boxholm,Boone County,IA,Iowa,50040 / 50217 / 50223,City,42.17581,-94.10607,515,196,102,33750,2595646,0,America/Chicago
6099,Boyden,Sioux County,IA,Iowa,51234,City,43.19109,-96.00585,712,695,283,59250,1768006,0,America/Chicago
6100,Braddyville,Page County,IA,Iowa,51631,City,40.57888,-95.02998,712,153,72,50500,1374709,0,America/Chicago
6101,Bradford,Franklin County,IA,Iowa,50041 / 50126,CDP,42.63303,-93.24492,641,65,44,42813,1406079,0,America/Chicago
6102,Bradgate,Humboldt County,IA,Iowa,50520,City,42.80303,-94.41803,515,83,32,35000,900589,5128,America/Chicago
6103,Brandon,Buchanan County,IA,Iowa,52210,City,42.31444,-92.00212,319,306,139,43750,816849,0,America/Chicago
6104,Brayton,Audubon County,IA,Iowa,50042,City,41.54443,-94.92415,712,117,73,37321,1596973,0,America/Chicago
6105,Breda,Carroll County,IA,Iowa,51436,City,42.18165,-94.97693,712,473,196,59375,1919722,0,America/Chicago
6106,Bridgewater,Adair County,IA,Iowa,50837,City,41.24499,-94.66886,641,157,71,44107,748447,0,America/Chicago
6107,Brighton,Washington County,IA,Iowa,52540,City,41.17474,-91.81961,319,659,257,39107,2022504,0,America/Chicago
6108,Bristow,Butler County,IA,Iowa,50611,City,42.77386,-92.90742,641,158,75,37188,2422426,0,America/Chicago
6109,Britt,Hancock County,IA,Iowa,50423,City,43.09774,-93.80189,641,1958,867,44432,3274114,0,America/Chicago
6110,Bronson,Woodbury County,IA,Iowa,51007,City,42.41083,-96.21391,712,323,120,68750,791753,0,America/Chicago
6111,Brooklyn,Poweshiek County,IA,Iowa,52211,City,41.73361,-92.44546,641,1413,597,47284,3252233,0,America/Chicago
6112,Brunsville,Plymouth County,IA,Iowa,51008,City,42.80971,-96.26919,712,150,48,56250,611429,0,America/Chicago
6113,Buckeye,Hardin County,IA,Iowa,50006 / 50043,City,42.41720,-93.37493,515,108,34,41786,2580056,0,America/Chicago
6114,Buck Grove,Crawford County,IA,Iowa,51528,City,41.91804,-95.39611,712,42,14,30000,940958,0,America/Chicago
6115,Buffalo,Scott County,IA,Iowa,52726 / 52728 / 52802 / 52804,City,41.45642,-90.72347,319 / 563,1294,517,44922,17533335,97950,America/Chicago
6116,Buffalo Center,Winnebago County,IA,Iowa,50424,City,43.38579,-93.94662,641,902,406,41087,2781319,0,America/Chicago
6117,Burchinal,Cerro Gordo County,IA,Iowa,50469,CDP,43.06524,-93.27826,641,62,19,46042,199660,0,America/Chicago
6118,Burlington,Des Moines County,IA,Iowa,52601 / 52655,City,40.80754,-91.11292,319,25277,10744,39586,37443266,1977659,America/Chicago
6119,Burr Oak,Winneshiek County,IA,Iowa,52101,CDP,43.45886,-91.86543,563,204,118,46944,1786228,0,America/Chicago
6120,Burt,Kossuth County,IA,Iowa,50522,City,43.19746,-94.21969,515,505,200,39333,1127107,0,America/Chicago
6121,Bussey,Marion County,IA,Iowa,50044,City,41.20445,-92.88270,641,414,200,36250,861875,0,America/Chicago
6122,Calamus,Clinton County,IA,Iowa,52729,City,41.82586,-90.75820,563,409,178,55000,1250436,0,America/Chicago
6123,California Junction,Harrison County,IA,Iowa,51555,CDP,41.55860,-95.99473,712,94,71,24914,1192780,0,America/Chicago
6124,Callender,Webster County,IA,Iowa,50523,City,42.36192,-94.29580,515,363,165,45313,1356287,0,America/Chicago
6125,Calmar,Winneshiek County,IA,Iowa,52132,City,43.18358,-91.86405,563,953,467,44297,2865779,0,America/Chicago
6126,Calumet,O'Brien County,IA,Iowa,51009,City,42.94637,-95.55001,712,169,97,59063,688550,0,America/Chicago
6127,Camanche,Clinton County,IA,Iowa,52730,City,41.78809,-90.25624,319 / 563,4325,1983,56318,22485003,1948087,America/Chicago
6128,Cambridge,Story County,IA,Iowa,50046,City,41.89832,-93.52910,515,815,295,54196,3431867,2656,America/Chicago
6129,Cantril,Van Buren County,IA,Iowa,52542,City,40.64420,-92.06990,319,218,95,34583,1317402,0,America/Chicago
6130,Carbon,Adams County,IA,Iowa,50839,City,41.04999,-94.82331,641,31,18,28750,1828417,0,America/Chicago
6131,Carlisle,Polk County / Warren County,IA,Iowa,50047,City,41.51800,-93.48515,515,4249,1570,57794,14437440,10044,America/Chicago
6132,Carpenter,Mitchell County,IA,Iowa,50426 / 50472,City,43.41496,-93.01492,641,107,49,36875,415144,0,America/Chicago
6133,Carroll,Carroll County,IA,Iowa,51401,City,42.06582,-94.86693,712,9947,4325,43078,14840883,0,America/Chicago
6134,Carson,Pottawattamie County,IA,Iowa,51525,City,41.23666,-95.41806,712,815,323,47039,1836044,0,America/Chicago
6135,Carter Lake,Pottawattamie County,IA,Iowa,51510,City,41.29055,-95.91807,712,3784,1488,48333,4841210,387357,America/Chicago
6136,Cascade,Dubuque County / Jones County,IA,Iowa,52033,City,42.30179,-91.00467,563,2281,866,47344,4985031,0,America/Chicago
6137,Casey,Adair County / Guthrie County,IA,Iowa,50048,City,41.50746,-94.52127,641,399,158,40000,1914130,0,America/Chicago
6138,Castalia,Winneshiek County,IA,Iowa,52133,City,43.11192,-91.67626,563,166,88,45357,1495004,0,America/Chicago
6139,Castana,Monona County,IA,Iowa,51010,City,42.07443,-95.90862,712,136,60,22143,2398574,0,America/Chicago
6140,Cedar Falls,Black Hawk County,IA,Iowa,50613 / 50614,City,42.52776,-92.44547,319,41390,14566,55808,74891930,2213961,America/Chicago
6141,Cedar Rapids,Linn County,IA,Iowa,52227 / 52228 / 52233 / 52302 / 52324 / 52338 / 52401 / 52402 / 52403 / 52404 / 52405 / 52406 / 52407 / 52408 / 52409 / 52410 / 52411 / 52497 / 52498 / 52499,City,42.00833,-91.64407,319,131127,53328,53581,183340874,3295742,America/Chicago
6142,Center Junction,Jones County,IA,Iowa,52212,CDP,42.11612,-91.08709,563,111,48,55000,1901746,0,America/Chicago
6143,Center Point,Linn County,IA,Iowa,52213,City,42.19083,-91.78518,319,2524,876,79545,6724829,0,America/Chicago
6144,Centerville,Appanoose County,IA,Iowa,52544,City,40.73418,-92.87409,641,5345,2443,31270,12627894,76988,America/Chicago
6145,Central City,Linn County,IA,Iowa,52214,City,42.20388,-91.52406,319,1276,551,54453,2448506,54926,America/Chicago
6146,Centralia,Dubuque County,IA,Iowa,52068,City,42.47222,-90.83707,563,131,55,50938,1460487,0,America/Chicago
6147,Chapin,Franklin County,IA,Iowa,50427 / 50475,CDP,42.83358,-93.22215,641,161,48,66875,255254,0,America/Chicago
6148,Chariton,Lucas County,IA,Iowa,50049,City,41.01389,-93.30660,641,4191,1924,33167,9884680,0,America/Chicago
6149,Charles City,Floyd County,IA,Iowa,50616,City,43.06636,-92.67241,641,7457,3438,39053,16099645,224740,America/Chicago
6150,Charlotte,Clinton County,IA,Iowa,52731,City,41.96030,-90.46513,563,368,154,47955,1489594,0,America/Chicago
6151,Charter Oak,Crawford County,IA,Iowa,51439,City,42.06832,-95.59167,712,483,256,49167,1250356,2725,America/Chicago
6152,Chatsworth,Sioux County,IA,Iowa,51011,City,42.91610,-96.51642,712,79,24,48750,1275287,0,America/Chicago
6153,Chelsea,Tama County,IA,Iowa,52215,City,41.91916,-92.39463,641,261,82,41000,2614881,0,America/Chicago
6154,Cherokee,Cherokee County,IA,Iowa,51012,City,42.74943,-95.55167,712,4998,2368,40811,16941612,62863,America/Chicago
6155,Chester,Howard County,IA,Iowa,52134,City,43.49108,-92.36045,563,124,99,37813,3465013,0,America/Chicago
6156,Chillicothe,Wapello County,IA,Iowa,52548,City,41.08557,-92.52936,641,96,41,45536,588294,34434,America/Chicago
6157,Churdan,Greene County,IA,Iowa,50050,City,42.15193,-94.47442,515,369,173,38125,5473336,7680,America/Chicago
6158,Cincinnati,Appanoose County,IA,Iowa,52549,City,40.63085,-92.92465,641,346,156,33500,4518930,0,America/Chicago
6159,Clare,Webster County,IA,Iowa,50524,City,42.58719,-94.34552,515,141,89,54583,1311977,0,America/Chicago
6160,Clarence,Cedar County,IA,Iowa,52216,City,41.88891,-91.05654,563,977,437,44196,1750511,0,America/Chicago
6161,Clarinda,Page County,IA,Iowa,51632,City,40.74194,-95.03831,712,5385,2059,42551,13433110,85563,America/Chicago
6162,Clarion,Wright County,IA,Iowa,50525 / 50526,City,42.73164,-93.73299,515,2765,1101,37583,8436347,0,America/Chicago
6163,Clarksville,Butler County,IA,Iowa,50619,City,42.78470,-92.66769,319,1392,541,43750,3454512,99645,America/Chicago
6164,Clayton,Clayton County,IA,Iowa,52049,City,42.90388,-91.14735,563,42,28,48750,1280261,0,America/Chicago
6165,Clearfield,Ringgold County / Taylor County,IA,Iowa,50840,City,40.80065,-94.48307,641,343,161,32266,3253721,2993,America/Chicago
6166,Clear Lake,Cerro Gordo County,IA,Iowa,50428,City,43.13802,-93.37937,641,7589,3272,49219,27962840,6834997,America/Chicago
6167,Cleghorn,Cherokee County,IA,Iowa,51014,City,42.81221,-95.71279,712,226,104,46000,582566,0,America/Chicago
6168,Clemons,Marshall County,IA,Iowa,50051,City,42.11388,-93.15604,641,148,51,58750,699184,0,America/Chicago
6169,Clermont,Fayette County,IA,Iowa,52135,City,43.00359,-91.65237,563,602,273,42813,3181839,0,America/Chicago
6170,Climbing Hill,Woodbury County,IA,Iowa,51015 / 51026,CDP,42.34166,-96.07780,712,172,58,84063,3316651,0,America/Chicago
6171,Clinton,Clinton County,IA,Iowa,52730 / 52732 / 52733 / 52736,City,41.84447,-90.18874,319 / 563,25719,11203,41813,91046168,7399337,America/Chicago
6172,Clio,Wayne County,IA,Iowa,50052,City,40.63501,-93.45133,641,81,47,42083,1946162,0,America/Chicago
6173,Clive,Dallas County / Polk County,IA,Iowa,50323 / 50325,City,41.61324,-93.79787,515,17546,6144,93160,19604616,283291,America/Chicago
6174,Clutier,Tama County,IA,Iowa,52217,City,42.07944,-92.40213,319,209,101,38125,1965033,0,America/Chicago
6175,Coalville,Webster County,IA,Iowa,50501,CDP,42.44525,-94.12579,515,646,262,41875,5653709,191760,America/Chicago
6176,Coburg,Montgomery County,IA,Iowa,51566,City,40.91749,-95.26443,712,40,17,43125,752776,0,America/Chicago
6177,Coggon,Linn County,IA,Iowa,52218,City,42.28082,-91.53044,319,667,275,51719,1617494,51827,America/Chicago
6178,Coin,Page County,IA,Iowa,51636,City,40.65444,-95.23026,712,183,92,43125,2073295,0,America/Chicago
6179,Colesburg,Delaware County,IA,Iowa,52035,City,42.63944,-91.20208,563,396,167,53594,751208,0,America/Chicago
6180,Colfax,Jasper County,IA,Iowa,50054,City,41.67777,-93.24521,515,2042,772,44706,6118721,585870,America/Chicago
6181,College Springs,Page County,IA,Iowa,51630 / 51637,City,40.61916,-95.12081,712,207,86,31786,2836546,0,America/Chicago
6182,Collins,Story County,IA,Iowa,50055,City,41.90277,-93.30632,641,477,176,55000,1267159,12911,America/Chicago
6183,Colo,Story County,IA,Iowa,50056,City,42.01777,-93.31521,641,852,331,49688,2750912,0,America/Chicago
6184,Columbus City,Louisa County,IA,Iowa,52737,City,41.25864,-91.37432,319,370,153,56103,618557,0,America/Chicago
6185,Columbus Junction,Louisa County,IA,Iowa,52738,City,41.28003,-91.36071,319,1848,728,49167,5666846,0,America/Chicago
6186,Colwell,Floyd County,IA,Iowa,50616 / 50620,City,43.15581,-92.59407,641,71,28,46250,475799,0,America/Chicago
6187,Conesville,Muscatine County,IA,Iowa,52739,City,41.38197,-91.34988,319,415,170,42692,928633,0,America/Chicago
6188,Conrad,Grundy County,IA,Iowa,50621,City,42.22471,-92.87465,641,1086,461,45313,3205652,0,America/Chicago
6189,Conroy,Iowa County,IA,Iowa,52220 / 52301 / 52361,CDP,41.72917,-91.99768,319,335,177,46758,1974497,0,America/Chicago
6190,Conway,Taylor County,IA,Iowa,50833,City,40.74860,-94.61886,641,41,8,35625,572430,2050,America/Chicago
6191,Coon Rapids,Carroll County / Guthrie County,IA,Iowa,50058,City,41.87477,-94.67845,712,1261,544,44674,4618598,0,America/Chicago
6192,Coppock,Henry County / Jefferson County / Washington County,IA,Iowa,52654,City,41.16424,-91.71482,319,47,29,29531,608084,26463,America/Chicago
6193,Coralville,Johnson County,IA,Iowa,52240 / 52241 / 52246 / 52317 / 52319,City,41.67640,-91.58045,319,20397,7786,58744,32541781,87504,America/Chicago
6194,Corley,Shelby County,IA,Iowa,51537,CDP,41.57860,-95.33028,712,28,31,19000,154735,0,America/Chicago
6195,Corning,Adams County,IA,Iowa,50841,City,40.98999,-94.74081,641,1486,731,41849,4116704,9352,America/Chicago
6196,Correctionville,Woodbury County,IA,Iowa,51016,City,42.47499,-95.78557,712,805,340,40119,1474143,0,America/Chicago
6197,Corwith,Hancock County,IA,Iowa,50430,City,42.99274,-93.95745,515,265,124,37857,3826274,0,America/Chicago
6198,Corydon,Wayne County,IA,Iowa,50060,City,40.75695,-93.31882,641,1603,631,43646,3607608,0,America/Chicago
6199,Cotter,Louisa County,IA,Iowa,52738,City,41.29197,-91.46155,319,47,24,55500,635742,0,America/Chicago
6200,Coulter,Franklin County,IA,Iowa,50431 / 50441 / 50452,City,42.73720,-93.36993,641,268,126,51250,6347773,0,America/Chicago
6201,Council Bluffs,Pottawattamie County,IA,Iowa,51501 / 51502 / 51503,City,41.26194,-95.86083,712,62524,24770,45551,111059820,6849464,America/Chicago
6202,Craig,Plymouth County,IA,Iowa,51031,City,42.89582,-96.30975,712,89,33,78125,234967,0,America/Chicago
6203,Crawfordsville,Washington County,IA,Iowa,52621,City,41.21456,-91.53731,319,270,119,41719,950326,0,America/Chicago
6204,Crescent,Pottawattamie County,IA,Iowa,51526,City,41.36500,-95.85807,712,617,214,81731,2824413,9261,America/Chicago
6205,Cresco,Howard County,IA,Iowa,52136,City,43.38136,-92.11405,563,3808,1576,47426,8671344,0,America/Chicago
6206,Creston,Union County,IA,Iowa,50801,City,41.05860,-94.36135,641,7829,3335,40782,13435954,163699,America/Chicago
6207,Cromwell,Union County,IA,Iowa,50842,City,41.03943,-94.46191,641,106,42,62500,751181,0,America/Chicago
6208,Crystal Lake,Hancock County,IA,Iowa,50432,City,43.22329,-93.79244,641,242,109,34432,660041,0,America/Chicago
6209,Cumberland,Cass County,IA,Iowa,50843,City,41.27416,-94.87026,712,251,133,26953,1555633,0,America/Chicago
6210,Cumming,Warren County,IA,Iowa,50061 / 50211,City,41.48332,-93.76244,515,408,162,105000,6617921,26333,America/Chicago
6211,Curlew,Palo Alto County,IA,Iowa,50527,City,42.97886,-94.74109,712,56,36,31429,1961909,0,America/Chicago
6212,Cushing,Woodbury County,IA,Iowa,51018,City,42.46471,-95.67501,712,223,82,36667,833637,0,America/Chicago
6213,Cylinder,Palo Alto County,IA,Iowa,50528,City,43.08886,-94.55303,712,85,25,54750,205861,0,America/Chicago
6214,Dakota City,Humboldt County,IA,Iowa,50529 / 50548,City,42.72219,-94.19718,515,805,345,42708,1909982,97731,America/Chicago
6215,Dallas Center,Dallas County,IA,Iowa,50063,City,41.68443,-93.96106,515,1746,598,69265,13653395,0,America/Chicago
6216,Dana,Greene County,IA,Iowa,50064,City,42.10748,-94.24080,515,69,31,30694,729022,0,America/Chicago
